Kruskals;Nodes;500;Edges;75;CputTime;0,125;Stopwatch;0,1156874
PrimPrio;Nodes;500;Edges;75;CputTime;0,03125;Stopwatch;0,0489589
PrimHeap;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0614492
PrimSD;Nodes;500;Edges;75;CputTime;0,09375;Stopwatch;0,1325677
PrimSL;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0692776
Kruskals;Nodes;500;Edges;75;CputTime;0,125;Stopwatch;0,1191282
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0555785
PrimHeap;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0579792
PrimSD;Nodes;500;Edges;75;CputTime;0,09375;Stopwatch;0,1077692
PrimSL;Nodes;500;Edges;75;CputTime;0,09375;Stopwatch;0,0973153
Kruskals;Nodes;500;Edges;75;CputTime;0,1875;Stopwatch;0,2535921
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0555576
PrimHeap;Nodes;500;Edges;75;CputTime;0,109375;Stopwatch;0,1151171
PrimSD;Nodes;500;Edges;75;CputTime;0,140625;Stopwatch;0,156668
PrimSL;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0796724
Kruskals;Nodes;500;Edges;75;CputTime;0,109375;Stopwatch;0,1328483
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0462717
PrimHeap;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0576133
PrimSD;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,1035323
PrimSL;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0655605
Kruskals;Nodes;500;Edges;75;CputTime;0,09375;Stopwatch;0,1217925
PrimPrio;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0432121
PrimHeap;Nodes;500;Edges;75;CputTime;0,046875;Stopwatch;0,0426233
PrimSD;Nodes;500;Edges;75;CputTime;0,078125;Stopwatch;0,0876238
PrimSL;Nodes;500;Edges;75;CputTime;0,0625;Stopwatch;0,0640214
Kruskals;Nodes;1000;Edges;15;CputTime;0,09375;Stopwatch;0,0901571
PrimPrio;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,07404
PrimHeap;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0477513
PrimSD;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0893096
PrimSL;Nodes;1000;Edges;15;CputTime;0,140625;Stopwatch;0,1483803
Kruskals;Nodes;1000;Edges;15;CputTime;0,203125;Stopwatch;0,2576139
PrimPrio;Nodes;1000;Edges;15;CputTime;0,0625;Stopwatch;0,0812201
PrimHeap;Nodes;1000;Edges;15;CputTime;0,0625;Stopwatch;0,0750789
PrimSD;Nodes;1000;Edges;15;CputTime;0,140625;Stopwatch;0,1719617
PrimSL;Nodes;1000;Edges;15;CputTime;0,140625;Stopwatch;0,1367012
Kruskals;Nodes;1000;Edges;15;CputTime;0,109375;Stopwatch;0,1088794
PrimPrio;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0531862
PrimHeap;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0561926
PrimSD;Nodes;1000;Edges;15;CputTime;0,09375;Stopwatch;0,1208977
PrimSL;Nodes;1000;Edges;15;CputTime;0,125;Stopwatch;0,1143653
Kruskals;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0923092
PrimPrio;Nodes;1000;Edges;15;CputTime;0,0625;Stopwatch;0,0559609
PrimHeap;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0491442
PrimSD;Nodes;1000;Edges;15;CputTime;0,171875;Stopwatch;0,1491725
PrimSL;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0938241
Kruskals;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0849107
PrimPrio;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0449574
PrimHeap;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0483196
PrimSD;Nodes;1000;Edges;15;CputTime;0,140625;Stopwatch;0,1415581
PrimSL;Nodes;1000;Edges;15;CputTime;0,109375;Stopwatch;0,1058708
Kruskals;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0865988
PrimPrio;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,049602
PrimHeap;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0432106
PrimSD;Nodes;1000;Edges;15;CputTime;0,125;Stopwatch;0,1168435
PrimSL;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0908883
Kruskals;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,0828428
PrimPrio;Nodes;1000;Edges;15;CputTime;0,03125;Stopwatch;0,0417384
PrimHeap;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0426828
PrimSD;Nodes;1000;Edges;15;CputTime;0,140625;Stopwatch;0,1607656
PrimSL;Nodes;1000;Edges;15;CputTime;0,09375;Stopwatch;0,1062583
Kruskals;Nodes;1000;Edges;15;CputTime;0,078125;Stopwatch;0,1022262
PrimPrio;Nodes;1000;Edges;15;CputTime;0,046875;Stopwatch;0,0632944
